DateTime,Equity
2024-05-29 13:00:00,10922.504393779436
2024-05-30 06:30:00,10908.325134885345
2024-06-01 19:00:00,11166.084686027543
2024-06-07 11:30:00,10950.476732385863
2024-06-08 14:30:00,11085.297352959313
2024-06-09 14:30:00,11048.61193313392
2024-06-11 21:00:00,11268.584863262131
2024-06-14 20:00:00,10877.831001758148
2024-06-29 09:30:00,10589.042931072083
2024-07-01 22:00:00,10578.478591173254
2024-07-03 09:30:00,10471.635823384953
2024-07-04 05:30:00,10510.61831077608
2024-07-05 05:00:00,10543.276100558964
2024-07-09 12:00:00,10146.423490157931
2024-07-11 09:00:00,10196.828772615381
2024-07-11 11:30:00,10191.396778080669
2024-07-11 12:00:00,10170.072412750622
2024-07-11 13:00:00,10108.81531393644
2024-07-11 16:00:00,10103.383928575859
2024-07-20 00:00:00,9906.9219060175
2024-07-21 14:30:00,9913.070074011306
2024-07-24 03:30:00,9583.427524741068
2024-07-28 21:30:00,9253.81667049689
2024-07-29 17:00:00,9214.539791172489
2024-07-30 17:00:00,9211.060924122927
2024-08-04 20:30:00,9066.342142332709
2024-08-08 12:30:00,8852.570685261115
2024-08-09 05:30:00,8822.860306559729
2024-08-09 14:00:00,8778.596787280168
2024-08-10 12:30:00,8762.528436703968
2024-08-10 18:00:00,8683.762019085498
2024-08-11 07:30:00,8614.116293284884
2024-08-12 09:30:00,8651.79367517458
2024-08-12 20:30:00,8530.603822767864
2024-08-14 01:00:00,8587.500966037465
2024-08-14 01:30:00,8582.429586109223
2024-08-14 02:00:00,8580.00058476602
2024-08-15 14:30:00,8456.526136380216
2024-08-16 06:30:00,8393.744505183106
2024-08-18 01:00:00,8538.05586162518
2024-08-23 00:30:00,8719.953140474698
2024-08-26 12:00:00,9076.547510699022
2024-08-28 03:00:00,9171.839038809656
2024-08-29 05:00:00,9150.909824257527
2024-08-29 21:30:00,9135.944395916491
2024-08-30 02:30:00,9055.13865170536
2024-09-01 16:00:00,9193.082567594138
2024-09-03 10:30:00,9216.696093057055
2024-09-03 11:30:00,9213.677005099706
2024-09-04 05:00:00,9223.210785627574
2024-09-09 04:00:00,9505.073347528356
2024-09-10 00:00:00,9499.9293959333
2024-09-10 06:30:00,9490.564486600528
2024-09-11 04:30:00,9512.590038184888
2024-09-11 12:30:00,9483.612435948711
2024-09-12 21:00:00,9564.907683362553
2024-09-14 02:30:00,9653.226460088363
2024-09-15 03:00:00,9674.248964080378
2024-09-15 07:30:00,9673.508363512736
2024-09-16 06:30:00,9766.869652891202
2024-09-21 17:30:00,10035.491785615955
2024-09-23 18:30:00,10047.366711963856
2024-09-23 23:00:00,9936.791922795606
2024-09-25 16:00:00,10017.277370499269
2024-09-28 15:00:00,10230.36371281515
2024-09-28 20:30:00,10193.367355510327
2024-09-28 23:30:00,10156.156386909093
2024-09-29 17:30:00,10129.045463954937
2024-09-30 07:30:00,10058.183422958718
2024-10-03 16:00:00,9781.57286974999
2024-10-05 01:30:00,9840.49930895239
2024-10-07 01:00:00,10078.700660885295
2024-10-07 20:00:00,10100.729408105955
2024-10-09 19:00:00,10062.547206046014
2024-10-11 21:30:00,10199.511893590787
2024-10-16 13:00:00,9802.205783152256
2024-10-17 11:30:00,10037.913981375905
2024-10-17 13:30:00,10032.7315945947
2024-10-18 03:00:00,9991.63674182771
2024-10-19 11:30:00,9728.949003374668
2024-10-21 19:30:00,9559.890263646417
2024-11-01 09:30:00,8212.626880589067
2024-11-05 18:30:00,8463.042641808866
2024-11-06 01:00:00,8371.378518062813
2024-11-09 05:00:00,8322.052745685229
2024-11-10 11:30:00,8424.384150484268
2024-11-11 04:30:00,8460.832759611592
2024-11-11 19:30:00,8458.604331822826
2024-11-13 13:00:00,8684.099682827768
2024-11-18 14:30:00,8801.069511308036
2024-11-22 10:30:00,9088.173287267467
2024-11-23 05:30:00,9099.168820315184
2024-11-23 16:00:00,9071.37320162208
2024-11-24 09:30:00,9071.221495181553
2024-11-26 23:30:00,8798.869411604344
2024-11-27 11:00:00,8734.247258968808
2024-11-29 11:00:00,8844.774354703628
2024-12-02 03:00:00,8835.735334009098
2024-12-05 20:00:00,8716.821131843624
2024-12-09 15:30:00,8624.427690999686
2024-12-10 14:30:00,8666.881658558648
2024-12-13 19:00:00,8872.975390275898
2024-12-16 14:00:00,8830.295282952782
2024-12-17 00:30:00,8721.692619400226
2024-12-17 10:30:00,8652.791740028162
2024-12-19 01:30:00,8758.309386261864
2024-12-19 19:30:00,8836.041787392496
2024-12-21 00:00:00,8856.73175306081
2024-12-21 14:00:00,8818.690045668402
2024-12-24 08:30:00,8829.738680183384
2024-12-24 12:00:00,8789.447289213
2024-12-24 14:30:00,8758.69026338163
2024-12-28 11:00:00,8683.026556558993
2024-12-28 21:00:00,8610.378640974423
2024-12-30 15:00:00,8542.605765956409
2024-12-31 00:00:00,8557.832336099878
